Abita Brewing,BBE5WM,Covington,Louisiana,30.4754702,-90.1009108
People's Pint,loSfjp,Greenfield,Massachusetts,42.587915,-72.5994104
Alaskan Brewing,VPHkaP,Juneau,Alaska,58.3019444,-134.4197222
Barley Creek Brewing,yAvTZ6,Tannersville,Pennsylvania,41.0398099,-75.3057288
Anchor Brewing,6PBXvz,San Francisco,California,37.7749295,-122.4194155
Atlanta Brewing,NB1gDW,Atlanta,Georgia,33.7489954,-84.3879824
Avery Brewing,Jio9R0,Boulder,Colorado,40.0149856,-105.2705456
Flying Fish Brewing,M5zcKb,Cherry Hill,New Jersey,39.926813,-75.0246312
Smuttynose Brewing,v0MKXA,Portsmouth,New Hampshire,43.0717552,-70.7625532
BridgePort Brewing,b7IGo3,Portland,Oregon,45.5234515,-122.6762071
Boulevard Brewing,VDMEV7,Kansas City,Missouri,39.0997265,-94.5785667
Portland Brewing,RvOc0i,Portland,Oregon,45.5234515,-122.6762071
Boston Beer,eGBo2o,Boston,Massachusetts,42.3584308,-71.0597732
Sweetwater Brewing,5gKuQT,Atlanta,Georgia,33.7489954,-84.3879824
Speakeasy Ales and Lagers,QPe57Z,San Francisco,California,37.7749295,-122.4194155
Butte Creek Brewing,ckRH9f,Chico,California,39.7284944,-121.8374777
Flat Branch Brewing,Yb2ieo,Columbia,Missouri,38.9517053,-92.3340724
Anderson Valley Brewing,L2dAEr,Boonville,California,39.0089749,-123.3671551
Hoppy Brewing,YP7CZW,Sacramento,California,38.5815719,-121.4943996
Mendocino Brewing,TR98tr,Hopland,California,38.9729541,-123.1163918
Sierra Nevada Brewing,nHLlnK,Chico,California,39.7284944,-121.8374777
St. Stans Brewing,bQ8Tb6,Modesto,California,37.6390972,-120.9968782
Miller Brewing,MWi5Kp,Milwaukee,Wisconsin,43.0389025,-87.9064736
Stone Brewing,XzaYbl,Escondido,California,33.1192068,-117.086421
New Belgium Brewing,Jt43j7,Fort Collins,Colorado,40.5852602,-105.084423
Left Hand Brewing,Ro08YF,Longmont,Colorado,40.1672068,-105.1019275
Capitol City Brewing,Vq0Dad,Washington,Washington DC,38.8951118,-77.0363658
Anheuser-Busch,BznahA,St. Louis,Missouri,38.6270025,-90.1994042
Great Northern Brewing,W7ebLD,Whitefish,Montana,48.4110757,-114.3376334
River Horse Brewing,sYdp0k,Lambertville,New Jersey,40.3659394,-74.9429448
Brooklyn Brewery,4OBVPn,Brooklyn,New York,40.65,-73.95
Middle Ages Brewing,ecNEQD,Syracuse,New York,43.0481221,-76.1474244
Matt Brewing,URANPF,Utica,New York,43.100903,-75.232664
Full Sail Brewing,KmAbWk,Hood River,Oregon,45.7053966,-121.5214623
Hair of the Dog Brewing,PrX8es,Portland,Oregon,45.5234515,-122.6762071
Rogue Ales,X0l98q,Newport,Oregon,44.6367836,-124.0534505
Widmer Brothers Brewing,8wcv7h,Portland,Oregon,45.5234515,-122.6762071
Iron City Brewing,O2ScDy,Pittsburgh,Pennsylvania,40.4406248,-79.9958864
Victory Brewing,VoKbnS,Downingtown,Pennsylvania,40.0064958,-75.7032742
Redhook Brewery,YKa9wh,Woodinville,Washington,47.7542651,-122.1634582
North Coast Brewing,yLBNrD,Fort Bragg,California,39.445723,-123.8052935
Flying Dog Brewery,jmGoBA,Frederick,Maryland,39.4142688,-77.4105409
Harpoon Brewery,RzvedX,Boston,Massachusetts,42.3584308,-71.0597732
Coors Brewing,tRkMoN,Golden,Colorado,39.755543,-105.2210997
Bohemian Brewery,h6xAmH,Salt Lake City,Utah,40.7607793,-111.8910474
August Schell Brewing,E8C6fp,New Ulm,Minnesota,44.3144394,-94.4593018
Goose Island Beer,APW1BC,Chicago,Illinois,41.8781136,-87.6297982
Faust Brewing,PRWhwP,New Braunfels,Texas,29.7030024,-98.1244531
Capital Brewery,tWHPRC,Middleton,Wisconsin,43.0972174,-89.5042876
Yuengling,pX8lES,Pottsville,Pennsylvania,40.6856456,-76.195499
Live Oak Brewing,ZX0hI5,Austin,Texas,30.267153,-97.7430608
Real Ale Brewing,E6WUse,Blanco,Texas,30.0979862,-98.4214095
Spoetzl Brewery,f35hQR,Shiner,Texas,29.4291304,-97.1705425
Pyramid Breweries,By7ytz,Portland,Oregon,45.5234515,-122.6762071
Lakefront Brewery,Gcm31t,Milwaukee,Wisconsin,43.0389025,-87.9064736
Leinenkugel Brewing,ZDghkK,Chippewa Falls,Wisconsin,44.9369054,-91.3929348
Yards Brewing,jwWiTH,Philadelphia,Pennsylvania,39.952335,-75.163789
Diamond Knot Brewery,1Ybxin,Mukilteo,Washington,47.9445396,-122.3045815
Lancaster Brewing,VGDfKl,Lancaster,Pennsylvania,40.0378755,-76.3055144
Long Trail Brewing,2ntvtp,Bridgewater Corners,Vermont,43.5884026,-72.6559307
Shipyard Brewing,5N0usi,Portland,Maine,43.661471,-70.2553259
Big Time,17tUiZ,Seattle,Washington,47.6062095,-122.3320708
Hornsbys Pubdrafts Ltd.,dzjFKh,Modesto,California,37.6390972,-120.9968782
Pike Pub & Brewery,56YMAb,Seattle,Washington,47.6062095,-122.3320708
Legend Brewing,BhfQBs,Richmond,Virginia,37.5407246,-77.4360481
Dogfish Head Brewery,g0jHqt,Milton,Delaware,38.7776124,-75.3099136
Dillon Dam Brewery,79E0Ty,Dillon,Colorado,39.6302643,-106.0433518
Troegs Brewing,n5QFi2,Harrisburg,Pennsylvania,40.2737002,-76.8844179
Great Lakes Brewing,uSFO4T,Cleveland,Ohio,41.4994954,-81.6954088
City Brewery,tIgHYj,La Crosse,Wisconsin,43.8013556,-91.2395807
Magic Hat Brewing,qIqpZc,South Burlington,Vermont,44.4669941,-73.1709604
Marin Brewing,74gxr9,Larkspur,California,37.9340915,-122.5352539
Saint Arnold Brewing,H3UW27,Houston,Texas,29.7601927,-95.3693896
Snoqualmie Falls Brewing,N7gSdA,Snoqualmie,Washington,47.5287132,-121.8253906
Lion Brewery,rcfqNT,Wilkes-Barre,Pennsylvania,41.2459149,-75.8813075
Sprecher Brewing,tgXJjJ,Glendale,Wisconsin,43.135288,-87.9356423
Three Floyds Brewing,iodDki,Munster,Indiana,41.5644798,-87.5125412
Bells Brewery,q6vJUK,Kalamazoo,Michigan,42.2917069,-85.5872286
Deschutes Brewery,YHij73,Bend,Oregon,44.0581728,-121.3153096
Flossmoor Station,0D7L7l,Flossmoor,Illinois,41.5428123,-87.6847684
Bayern Brewing,0JJzXl,Missoula,Montana,46.8605189,-114.019501
Weyerbacher Brewing,a57dkm,Easton,Pennsylvania,40.688432,-75.2207323
Four Peaks Brewing,XHDhqx,Tempe,Arizona,33.4255104,-111.9400054
Bison Brewing,7SY01j,Berkeley,California,37.8715926,-122.272747
Magnolia Pub and Brewery,ScZdj3,San Francisco,California,37.7749295,-122.4194155
Third Street Aleworks,0uIMq6,Santa Rosa,California,38.4404674,-122.7144314
Atlantic Brewing,zUkUMx,Bar Harbor,Maine,44.3876119,-68.2039123
Shenandoah Brewing,XlzQjI,Alexandria,Virginia,38.8048355,-77.0469214
John Harvard's,z2MPZY,Cambridge,Massachusetts,42.3736158,-71.1097335
Old Dominion Brewing,xG9JyI,Dover,Delaware,39.158168,-75.5243682
Jack Russell Brewing,KaF5RS,Camino,California,38.738046,-120.6743853
Estes Park Brewery,ZurjSf,Estes Park,Colorado,40.3772059,-105.5216651
Southend Brewery & Smokehouse,iVJECx,Charleston,South Carolina,32.7765656,-79.9309216
Alcatraz Brewing,XIPWtQ,Indianapolis,Indiana,39.768403,-86.158068
Bear Republic,5tw2Iw,Healdsburg,California,38.6104658,-122.8691609
Just Beer,bevQW2,Westport,Massachusetts,41.6388889,-71.05
Casco Bay Brewing,lV8gC4,Portland,Maine,43.661471,-70.2553259
Great Adirondack Brewing,3A5MHE,Lake Placid,New York,44.2794911,-73.9798713
Great Divide Brewing,I8WZv2,Denver,Colorado,39.737567,-104.9847179
J.J. Bitting Brewing,VlTAxo,Woodbridge,New Jersey,40.5575986,-74.2846022
Millstream Brewing,bA9hdh,Amana,Iowa,41.8025,-91.8741667
Big Rock Chop House & Brewery,tc0H6U,Birmingham,Michigan,42.5467012,-83.2113192
Motor City Brewing Works,PS0Uh7,Detroit,Michigan,42.331427,-83.0457538
Newport Beach Brewing,TU0ZjV,Newport Beach,California,33.6189101,-117.9289469
Oaken Barrel,lq8HX0,Greenwood,Indiana,39.6136578,-86.1066526
Grand Teton Brewing,UdZgFF,Victor,Idaho,43.6026976,-111.1113318
Barrel House Brewing,IOz8d9,Cincinnati,Ohio,39.1031182,-84.5120196
Bend Brewing,2epqeB,Bend,Oregon,44.0581728,-121.3153096
Blind Tiger,STVYTP,Topeka,Kansas,39.0558235,-95.6890185
Bloomington Brewing,WXBFIy,Bloomington,Indiana,39.165325,-86.5263857
Caldera Brewing,iL3Juq,Ashland,Oregon,42.1945758,-122.7094767
Cascade Lakes Brewing,sIBGId,Redmond,Oregon,44.2726203,-121.1739212
Chelsea Brewing,8yIWus,New York,New York,40.7143528,-74.0059731
Coddington Brewing,i2v9PY,Middletown,Rhode Island,41.5218243,-71.2834538
Coronado Brewing,gVynTw,Coronado,California,32.6858853,-117.1830891
Grays Brewing,cAeitn,Janesville,Wisconsin,42.6827885,-89.0187222
Gritty McDuff's,FmWw3u,Portland,Maine,43.661471,-70.2553259
Harbor City Brewing,b2lEBE,Port Washington,Wisconsin,43.3872247,-87.875644
Huntington Beach Beer,M2eOkF,Huntington Beach,California,33.660297,-117.9992265
Karl Strauss Brewing,mtUjck,San Diego,California,32.7153292,-117.1572551
New Holland Brewing,AqEUBQ,Holland,Michigan,42.7875235,-86.1089301
Portsmouth Brewery,4F7QA9,Portsmouth,New Hampshire,43.0717552,-70.7625532
Snake River Brewing,RT0XDJ,Jackson,Wyoming,43.4799291,-110.7624282
Hales Ales,2BFwoJ,Seattle,Washington,47.6062095,-122.3320708
Mogollon Brewing,Of6bJU,Flagstaff,Arizona,35.2013516,-111.639249
Iron Hill,02Ne4w,Newark,Delaware,39.6837226,-75.7496572
Sea Dog Brewing,Hs41Cv,Topsham,Maine,43.9275435,-69.9759459
Odell Brewing,rQkKIB,Fort Collins,Colorado,40.5852602,-105.084423
Boulder Beer,stdQLg,Boulder,Colorado,40.0149856,-105.2705456
Weeping Radish Farm Brewery,Fr3ygj,Jarvisburg,North Carolina,36.202939,-75.8665816
Breckenridge Brewery,IImUD9,Denver,Colorado,39.737567,-104.9847179
Brewbakers Brewing,1Bwkag,Huntington Beach,California,33.660297,-117.9992265
Mudshark Brewing,WO7A3K,Lake Havasu City,Arizona,34.483901,-114.3224548
Ruby Mountain Brewing,WxPvYU,Clover Valley,Nevada,37.516633,-114.2841491
Sonoran Brewing,cuhBRm,Phoenix,Arizona,33.4483771,-112.0740373
Backcountry Brewery,YMFljs,Frisco,Colorado,39.5744309,-106.0975203
Firestone Walker Brewing,qghrkC,Paso Robles,California,35.6322789,-120.664187
Clipper City Brewing,wTFQaf,Baltimore,Maryland,39.2903848,-76.6121893
Downtown Brewing,p0DdoE,San Luis Obispo,California,35.2827524,-120.6596156
Otter Creek Brewing,h45jwd,Middlebury,Vermont,44.0153291,-73.1673508
Santa Fe Brewing,mSmGcW,Santa Fe,New Mexico,35.6869752,-105.937799
Midnight Sun Brewing,Gw62Ze,Anchorage,Alaska,61.2180556,-149.9002778
Gordon Biersch Brewing,P2xdU4,Palo Alto,California,37.4418834,-122.1430195
Prescott Brewing,IsZ2T1,Prescott,Arizona,34.5400242,-112.4685025
Vinos,Fv7EYq,Little Rock,Arkansas,34.7464809,-92.2895948
AleSmith Brewing,ygAzC9,San Diego,California,32.7153292,-117.1572551
Angel City Brewing,0ZIlVA,Torrance,California,33.8358492,-118.3406288
Ballast Point Brewing,1d90Lc,San Diego,California,32.7153292,-117.1572551
Kona Brewing,8tlUI3,Kailua Kona,Hawaii,19.6405556,-155.9955556
Dock Street,p3YrOa,Philadelphia,Pennsylvania,39.952335,-75.163789
Wild Goose,Na4XQZ,Frederick,Maryland,39.4142688,-77.4105409
Beach Chalet Brewery,rGUQ04,San Francisco,California,37.7749295,-122.4194155
Belmont Brewing,MQVQup,Long Beach,California,33.768321,-118.1956168
Black Diamond Brewing,Dq3wAX,Walnut Creek,California,37.9063131,-122.064963
Eel River Brewing,H0d5CT,Fortuna,California,40.5981867,-124.1572756
Lost Coast Brewery & Cafe,HRLYCh,Eureka,California,40.8020712,-124.1636729
Mount St. Helena Brewing,tteer4,Middletown,California,38.7524045,-122.6149853
Rubicon Brewing,iBzEfC,Sacramento,California,38.5815719,-121.4943996
Thirsty Bear Brewing,FXjz8y,San Francisco,California,37.7749295,-122.4194155
Triple Rock Brewery & Alehouse,w8FpFj,Berkeley,California,37.8715926,-122.272747
Bristol Brewing,pkjt6v,Colorado Springs,Colorado,38.8338816,-104.8213634
Glenwood Canyon Brewing,bY0joH,Glenwood Springs,Colorado,39.5505376,-107.3247762
SKA Brewing,jp8F0o,Durango,Colorado,37.27528,-107.8800667
Willimantic Brewing,6r5pyg,Willimantic,Connecticut,41.7106543,-72.2081338
Harrisons Brewing,1JLE39,Orland Park,Illinois,41.6303103,-87.8539425
Baltimore-Washington Beer Works,dwroV3,Baltimore,Maryland,39.2903848,-76.6121893
Dunedin Brewery,5pOzg7,Dunedin,Florida,28.0197404,-82.7717684
Titanic Brewing,FHHQQr,Coral Gables,Florida,25.72149,-80.2683838
Cannon Brewpub,9vSKac,Columbus,Georgia,32.4609764,-84.9877094
Blue Cat,lAcrbq,Rock Island,Illinois,41.5094771,-90.5787476
Two Brothers Brewing,Cu5xXG,Warrenville,Illinois,41.817807,-88.1734021
Upland Brewing,Tfw5on,Bloomington,Indiana,39.165325,-86.5263857
Court Avenue Brewing,XT9DwF,Des Moines,Iowa,41.6005448,-93.6091064
Free State Brewing,crpkc8,Lawrence,Kansas,38.9716689,-95.2352501
Bluegrass Brewing,ERW6Da,Louisville,Kentucky,38.2526647,-85.7584557
HardCore Cider,cTUvgq,Cincinnati,Ohio,39.1031182,-84.5120196
Beer Works,n3kdur,Boston,Massachusetts,42.3584308,-71.0597732
Brew Moon & Microbrewery,zdKmrt,Honolulu,Hawaii,21.3069444,-157.8583333
Green Mountain Cidery,cMaEz5,Middlebury,Vermont,44.0153291,-73.1673508
California Cider,ZIDkN9,Sebastopol,California,38.4021359,-122.8238806
Titletown Brewing,fMPgyC,Green Bay,Wisconsin,44.519159,-88.019826
Allagash Brewing,pdLPeS,Portland,Maine,43.661471,-70.2553259
Brewery Ommegang,tCxPtR,Cooperstown,New York,42.7006303,-74.924321
Milwaukee Ale House,pnbJwZ,Milwaukee,Wisconsin,43.0389025,-87.9064736
Watch City Brewing,vd0Jcg,Waltham,Massachusetts,42.3764852,-71.2356113
Great Basin Brewing,ordLJI,Sparks,Nevada,39.5349112,-119.7526886
Bullfrog Brewery,9TY2Xv,Williamsport,Pennsylvania,41.2411897,-77.0010786
Deep Creek Brewing,E3f430,McHenry,Maryland,39.5584218,-79.3528174
Fordham Brewing,D3A2mu,Dover,Delaware,39.158168,-75.5243682
White Marsh Brewing,ffjgVx,Baltimore,Maryland,39.2903848,-76.6121893
Barrington Brewery,moxgzv,Great Barrington,Massachusetts,42.1959798,-73.362008
Cisco Brewers,r5kixF,Nantucket,Massachusetts,41.2834704,-70.099451
Big Buck Brewery,SGODLe,Gaylord,Michigan,45.0275126,-84.6747523
Founders Brewing,uxUthW,Grand Rapids,Michigan,42.9633599,-85.6680863
Hereford & Hops & Brew Pub,L5Ub4V,Escanaba,Michigan,45.7452466,-87.0645801
Pennsylvania Brewing,a9egNb,Pittsburgh,Pennsylvania,40.4406248,-79.9958864
Quay Street Brewing,62WKns,Port Huron,Michigan,42.9708634,-82.4249142
Lake Superior Brewing,eJ3EsS,Duluth,Minnesota,46.7866719,-92.1004852
Springfield Brewing,8Jyw2B,Springfield,Missouri,37.2089572,-93.2922989
Yellowstone Valley Brewing,4AaNXK,Billings,Montana,45.7832856,-108.5006904
Carolina Brewing,5ITsFt,Holly Springs,North Carolina,35.6512655,-78.8336218
Olde Hickory Brewery,ichhfQ,Hickory,North Carolina,35.7331878,-81.3411974
Appalachian Brewing,oJWOqb,Harrisburg,Pennsylvania,40.2737002,-76.8844179
Flying Goose Brew Pub,DSCtzx,New London,New Hampshire,43.4177778,-71.9905556
Woodstock Inn Brewery,uEeGC0,North Woodstock,New Hampshire,44.0302045,-71.6864932
Oregon Trail Brewery,8CaSZi,Corvallis,Oregon,44.5645659,-123.2620435
High Point Brewing,WicydY,Butler,New Jersey,41.0037087,-74.3415394
Kroghs & Brew Pub,cAeitn,Sparta,New Jersey,41.0383333,-74.6322222
The Ship Inn & Brewery,qjZIZq,Milford,New Jersey,40.5687128,-75.0946169
Tun Tavern,daCbMw,Atlantic City,New Jersey,39.3642834,-74.4229266
Eskes Brew Pub & Eatery,yrciWj,Taos,New Mexico,36.4072485,-105.5730665
Second Street Brewery,WVVdVn,Santa Fe,New Mexico,35.6869752,-105.937799
Cooperstown Brewing,ybdwZK,Milford,New York,42.5906322,-74.9451573
Empire Brewing,OUMuGf,Syracuse,New York,43.0481221,-76.1474244
Gilded Otter Brewing,xZTJW3,New Paltz,New York,41.7475933,-74.0868095
Ithaca Beer,iGWHI1,Ithaca,New York,42.4439614,-76.5018807
Market Street Brewing,QqMY7n,Corning,New York,42.1428521,-77.0546903
Sackets Harbor Brewing,8khP2P,Sackets Harbor,New York,43.9461707,-76.1190929
Syracuse Suds Factory,l4QDBq,Syracuse,New York,43.0481221,-76.1474244
Wagner Valley Brewing,q2OGrV,Lodi,New York,42.6139597,-76.8224557
Bricktown Brewery,ynZSec,Oklahoma City,Oklahoma,35.4675602,-97.5164276
Lucky Labrador Brewing,FFbodg,Portland,Oregon,45.5234515,-122.6762071
Church Brew Works,IzxVvU,Pittsburgh,Pennsylvania,40.4406248,-79.9958864
Boscos Brewing,nJ1NaV,Memphis,Tennessee,35.1495343,-90.0489801
Rockyard Brewing,INJWpy,Castle Rock,Colorado,39.3722121,-104.8560902
Jaxons & Brewing,H4gL4a,El Paso,Texas,31.7587198,-106.4869314
Twisted Pine Brewing,aaN9Np,Boulder,Colorado,40.0149856,-105.2705456
The Mash House & Brewery,RIkcvC,Fayetteville,North Carolina,35.0526641,-78.8783585
Phantom Canyon Brewing,hQHAK2,Colorado Springs,Colorado,38.8338816,-104.8213634
Salt Lake Brewing,yxpMwj,Salt Lake City,Utah,40.7607793,-111.8910474
Uinta Brewing,uoQoRs,Salt Lake City,Utah,40.7607793,-111.8910474
Rock Art Brewery,LpX3cU,Morrisville,Vermont,44.5617189,-72.5984486
Vermont Pub & Brewery,HAszUa,Burlington,Vermont,44.4758825,-73.212072
Sweetwater Tavern,r2tI7b,Falls Church,Virginia,38.882334,-77.1710914
Elysian Brewing,hvWfx5,Seattle,Washington,47.6062095,-122.3320708
Ice Harbor Brewing,YLlyzA,Kennewick,Washington,46.2112458,-119.1372338
Rattlesnake Mountain,2rxBlw,Richland,Washington,46.2856907,-119.2844621
Twin Rivers Brewing,yGeLEO,Monroe,Washington,47.8553772,-121.9709579
Scuttlebutt Brewing,fYLD3U,Everett,Washington,47.9789848,-122.2020794
Skagit River Brewing,M8r3AF,Mount Vernon,Washington,48.421216,-122.3340474
Fox River Brewing,9awW0O,Oshkosh,Wisconsin,44.0247062,-88.5426136
Great Dane Pub & Brewery,fonllb,Madison,Wisconsin,43.0730517,-89.4012302
Stevens Point Brewery,djGgca,Stevens Point,Wisconsin,44.5235792,-89.574563
Tyranena Brewing,3rGNzZ,Lake Mills,Wisconsin,43.0813888,-88.9117742
Viking Brewing,883Pwt,Dallas,Wisconsin,45.2591275,-91.8148954
New England Brewing,rAHla4,Woodbridge,Connecticut,41.3525,-73.0088899
Mad Anthony Brewing,N1xaxs,Fort Wayne,Indiana,41.079273,-85.1393513
Steamworks Brewing,ASNS0q,Durango,Colorado,37.27528,-107.8800667
Cambridge Brewing,nvfMg1,Cambridge,Massachusetts,42.3736158,-71.1097335
Snipes Mountain Microbrewery &,9dnwq2,Sunnyside,Washington,46.3237423,-120.0086538
Bear Brew Pub,kjQbqu,Orono,Maine,44.8831125,-68.6719411
DuClaw Brewing,TVgBWg,Abingdon,Maryland,39.4623305,-76.2791236
Southampton Publick House,6BaQ3W,Southampton,New York,40.884267,-72.3895296
Old Schoolhouse Brewery,LSrqUN,Winthrop,Washington,48.4779232,-120.1861956
Belfast Bay Brewing,wr6SlF,Belfast,Maine,44.4259092,-69.0064234
Bar Harbor Brewing,Uu2ExM,Bar Harbor,Maine,44.3876119,-68.2039123
Portsmouth Brewing,qIN2ou,Portsmouth,Ohio,38.7317431,-82.9976742
San Marcos Brewery & Grill,SEibYT,San Marcos,California,33.1433723,-117.1661449
El Toro Brewing,yuxw75,Morgan Hill,California,37.1305012,-121.6543901
Snowshoe Brewing,lxWkzT,Arnold,California,38.2554729,-120.3510307
Fish Brewing,iuM5Q0,Olympia,Washington,47.0378741,-122.9006951
Thomas Creek Brewery,rrSnIP,Greenville,South Carolina,34.8526176,-82.3940104
Sand Creek Brewing,gsADrL,Black River Falls,Wisconsin,44.2946833,-90.8515311
Maritime Pacific Brewing,Li8aA1,Seattle,Washington,47.6062095,-122.3320708
Dicks Brewing,aQ7F5i,Centralia,Washington,46.7162136,-122.9542972
Mickey Finn's,nfCnxu,Libertyville,Illinois,42.2830786,-87.9531303
Lewis and Clark Brewing,v4tN9z,Helena,Montana,46.5958056,-112.0270306
Main Street Brewery,VPzmsA,Corona,California,33.8752935,-117.5664384
Big Bear Brewing,ib25sF,Coral Springs,Florida,26.271192,-80.2706044
Chicago Brewing,zvSxNB,Las Vegas,Nevada,36.114646,-115.172816
Ellis Island Casino & Brewery,2JqFJF,Las Vegas,Nevada,36.114646,-115.172816
Brewers Alley & Brewery,wFeIiC,Frederick,Maryland,39.4142688,-77.4105409
Custom Brewcrafters,zhrpUi,Honeoye Falls,New York,42.9522855,-77.5902759
Big Sky Brewing,OoAgZ8,Missoula,Montana,46.8605189,-114.019501
Nimbus Brewing,o8mhnm,Tucson,Arizona,32.2217429,-110.926479
Waimea Brewing,Ea6OiW,Waimea,Hawaii,21.9586111,-159.6708333
River City Brewing,GHmRgx,Wichita,Kansas,37.6888889,-97.3361111
Trout River Brewing,1irs0u,Lyndonville,Vermont,44.5336665,-72.0031513
The Shed & Brewery,UqDEcI,Stowe,Vermont,44.4752778,-72.7022222
ChopHouse & Brewery Denver,hpnoHn,Denver,Colorado,39.737567,-104.9847179
Andrews Brewing,xMLyOI,Lincolnville,Maine,44.2811973,-69.0087018
Triumph Brewing,npSiG1,Princeton,New Jersey,40.3572976,-74.6672226
Willoughby Brewing,TAgaBk,Willoughby,Ohio,41.6397696,-81.4065011
Arcadia Brewing,2wy19T,Battle Creek,Michigan,42.3211522,-85.1797142
Michigan Brewing,BLTzoT,Webberville,Michigan,42.6669787,-84.1741305
Three Needs Brewery & Taproom,L8M1u9,Burlington,Vermont,44.4758825,-73.212072
San Diego Brewing,puznP2,San Diego,California,32.7153292,-117.1572551
Golden City Brewery,SVBAGa,Golden,Colorado,39.755543,-105.2210997
Wachusett Brewing,DifSi4,Westminster,Massachusetts,42.5458333,-71.9111111
Indian Wells Brewing,IRqZSn,Inyokern,California,35.6468991,-117.8125674
Lagunitas Brewing,nLsoQ9,Petaluma,California,38.232417,-122.6366524
Mishawaka Brewing,vODMhk,Mishawaka,Indiana,41.6619927,-86.1586156
Minhas Craft Brewery,S7K860,Monroe,Wisconsin,42.6011194,-89.6384532
St. George Brewing,NJbyiS,Hampton,Virginia,37.0298687,-76.3452218
Saint Louis Brewery,tNDKBY,Maplewood,Missouri,38.6125521,-90.3245599
Northwoods,pILoJW,Eau Claire,Wisconsin,44.811349,-91.4984941
Coastal Extreme Brewing,IphbdN,Middletown,Rhode Island,41.5218243,-71.2834538
General Lafayette Inn and Brewery,0x9nfk,Lafayette Hill,Pennsylvania,40.0927491,-75.2531539
Lexington Brewing,IuEeGC,Lexington,Kentucky,38.0405837,-84.5037164
Rowlands Calumet Brewery,TYXcMK,Chilton,Wisconsin,44.0288803,-88.1628785
Summit Brewing,05irfI,St. Paul,Minnesota,44.9537029,-93.0899578
Elliott Bay Brewery & Pub,J91bB8,Seattle,Washington,47.6062095,-122.3320708
New Glarus Brewing,YWVg1z,New Glarus,Wisconsin,42.8144473,-89.6351217
Erie Brewing,LHQ79n,Erie,Pennsylvania,42.1292241,-80.085059
Cottrell Brewing,yVRI9K,Pawcatuck,Connecticut,41.3773218,-71.8336802
Nodding Head Brewery,7O0xOu,Philadelphia,Pennsylvania,39.952335,-75.163789
Wild River Brewing,cDW9jR,Grants Pass,Oregon,42.4390069,-123.3283925
Beermanns Beerwerks Brewery,KXNebo,Lincoln,California,38.891565,-121.2930079
Bayhawk Ales,DsvN0B,Irvine,California,33.6839473,-117.7946942
Highland Brewing,fJYG8Y,Asheville,North Carolina,35.5950581,-82.5514869
Columbus Brewing,01Bp2T,Columbus,Ohio,39.9611755,-82.9987942
Bethlehem Brew Works,Vibk8A,Bethlehem,Pennsylvania,40.6259316,-75.3704579
Upstream Brewing,Kd6WH6,Omaha,Nebraska,41.2523634,-95.9979883
th Street Brewery,wTxSsQ,Kansas City,Missouri,39.0997265,-94.5785667
Hinterland Brewery,GyxTPI,Green Bay,Wisconsin,44.519159,-88.019826
